id,hashtags
141,"#modi,#vote,#manifesto,#india"
142,"#parliament,#government,#coalition"
143,"#supremecourt,#scandal,#protest,#change"
144,"#transparency,#citizens,#democracy"
145,"#debate,#freedom,#speech"
146,"#indianpolitics,#alliances,#congress"
147,"#cabinet,#manifesto,#budget2025"
148,"#trending,#usa,#politics"
149,"#press,#media,#government,#campaign"
150,"#womeninpolitics,#policy,#change"
151,"#election2025,#protest,#debate"
152,"#narendramodi,#reform,#parliament"
153,"#modi,#cabinet,#democracy"
154,"#foreignpolicy,#scandal,#un"
155,"#liberty,#supremecourt,#manifesto"
156,"#trump,#republican,#election2025"
157,"#freedom,#news,#speech"
158,"#government,#democracy,#parliament"
159,"#indianpolitics,#congress,#budget2025"
160,"#policy,#manifesto,#campaign"
161,"#media,#press,#citizens"
162,"#protest,#change,#alliance"
163,"#election,#vote,#india"
164,"#parliamentary,#cabinet,#government"
165,"#modi,#manifesto,#budget2025"
166,"#scandal,#transparency,#debate"
167,"#womeninpolitics,#parliament,#democracy"
168,"#narendramodi,#campaign,#change"
169,"#freedom,#government,#media"
170,"#policy,#reform,#cabinet,#coalition"
171,"#trending,#alliances,#un"
172,"#manifesto,#budget2025,#india"
173,"#press,#debate,#speech"
174,"#congress,#policy,#vote"
175,"#democracy,#coalition,#government"
176,"#supremecourt,#scandal,#citizens"
177,"#cabinet,#manifesto,#india"
178,"#modi,#alliances,#trending"
179,"#foreignpolicy,#un,#news"
180,"#republican,#trump,#vote"
181,"#freedom,#change,#campaign"
182,"#womeninpolitics,#parliament,#manifesto"
183,"#narendramodi,#coalition,#government"
184,"#liberty,#policy,#budget2025"
185,"#press,#media,#democracy"
186,"#protest,#change,#debate"
187,"#election2025,#vote,#india"
188,"#parliamentary,#cabinet,#modi"
189,"#congress,#manifesto,#bjp"
190,"#trending,#usa,#speech"
191,"#government,#news,#press"
192,"#alliances,#policy,#manifesto"
193,"#supremecourt,#scandal,#liberty"
194,"#womeninpolitics,#india,#democracy"
195,"#narendramodi,#parliament,#coalition"
196,"#budget2025,#government,#media"
197,"#debate,#policy,#reform"
198,"#freedom,#cabinet,#manifesto"
199,"#protest,#citizens,#democracy"
200,"#congress,#india,#manifesto"
201,"#trump,#republican,#parliament"
202,"#modi,#vote,#press"
203,"#budget2025,#india,#policy"
204,"#foreignpolicy,#manifesto,#speech"
205,"#liberty,#freedom,#change"
206,"#parliament,#democracy,#supremecourt"
207,"#womeninpolitics,#government"
208,"#narendramodi,#alliance,#india"
209,"#media,#news,#press"
210,"#campaign,#policy,#budget2025"
211,"#protest,#debate,#change"
212,"#bjp,#congress,#manifesto"
213,"#democracy,#trending,#usa"
214,"#cabinet,#parliamentary,#government"
215,"#alliances,#manifesto,#india"
216,"#supremecourt,#scandal,#parliament"
217,"#womeninpolitics,#freedom,#policy"
218,"#narendramodi,#democracy,#vote"
219,"#liberty,#manifesto,#government"
220,"#press,#debate,#speech"
221,"#congress,#bjp,#vote"
222,"#india,#manifesto,#campaign"
223,"#policy,#budget2025,#government"
224,"#protest,#change,#democracy"
225,"#cabinet,#parliament,#modi"
226,"#republican,#trump,#election"
227,"#alliances,#manifesto,#congress"
228,"#supremecourt,#scandal,#news"
229,"#womeninpolitics,#india,#media"
230,"#narendramodi,#cabinet,#budget2025"
231,"#parliamentary,#speech,#freedom"
232,"#press,#policy,#manifesto"
233,"#democracy,#election2025,#modi"
234,"#government,#congress,#india"
235,"#alliances,#manifesto,#debate"
236,"#supremecourt,#scandal,#liberty"
237,"#womeninpolitics,#parliament,#change"
238,"#narendramodi,#democracy,#campaign"
239,"#budget2025,#policy,#government"
240,"#protest,#manifesto,#cabinet"
241,"#press,#media,#news"
242,"#congress,#trending,#india"
243,"#debate,#policy,#speech"
244,"#freedom,#vote,#democracy"
245,"#parliament,#cabinet,#government"
246,"#modi,#manifesto,#election2025"
247,"#bjp,#congress,#alliances"
248,"#supremecourt,#scandal,#parliament"
249,"#womeninpolitics,#india,#policy"
250,"#narendramodi,#freedom,#government"
251,"#liberty,#change,#manifesto"
252,"#press,#debate,#media"
253,"#protest,#democracy,#cabinet"
254,"#parliament,#india,#alliance"
255,"#budget2025,#manifesto,#trending"
256,"#government,#congress,#cabinet"
257,"#policy,#manifesto,#change"
258,"#womeninpolitics,#election2025"
259,"#narendramodi,#india,#speech"
260,"#debate,#press,#media"
261,"#freedom,#manifesto,#cabinet"
262,"#parliamentary,#india,#budget2025"
263,"#congress,#government,#policy"
264,"#alliances,#manifesto,#modi"
265,"#supremecourt,#scandal,#change"
266,"#womeninpolitics,#democracy,#cabinet"
267,"#narendramodi,#india,#manifesto"
268,"#budget2025,#policy,#government"
269,"#protest,#cabinet,#manifesto"
270,"#press,#media,#speech"
271,"#congress,#trending,#bjp"
272,"#debate,#policy,#manifesto"
273,"#freedom,#democracy,#change"
274,"#parliament,#government,#alliances"
275,"#modi,#manifesto,#india"
276,"#cabinet,#election2025,#congress"
277,"#supremecourt,#scandal,#parliament"
278,"#womeninpolitics,#policy,#democracy"
279,"#narendramodi,#government,#campaign"
280,"#budget2025,#manifesto,#media"
281,"#protest,#cabinet,#change"
282,"#press,#policy,#parliament"
283,"#congress,#bjp,#india"
284,"#alliances,#manifesto,#speech"
285,"#supremecourt,#scandal,#freedom"
286,"#womeninpolitics,#parliament,#india"
287,"#narendramodi,#manifesto,#cabinet"
288,"#budget2025,#policy,#democracy"
289,"#protest,#change,#government"
290,"#press,#media,#debate"
291,"#congress,#manifesto,#india"
292,"#cabinet,#bjp,#alliances"
293,"#supremecourt,#scandal,#manifesto"
294,"#womeninpolitics,#modi,#democracy"
295,"#narendramodi,#policy,#campaign"
296,"#budget2025,#government,#manifesto"
297,"#protest,#change,#speech"
298,"#press,#media,#freedom"
299,"#congress,#parliament,#india"
300,"#alliances,#manifesto,#cabinet"

